VM Enforcer Group,VM Name,VM Type,Vulnerability Name,Severity,Custom Severity,Fix Version,Resource,Resource Path,Resource Type,Format,CPE,Exploit Type,Publish Date,Last VM Scan Date,Exploit Availability,First Found on VM,CISA Published Date
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:2784,high,,,skopeo,,package,rpm,pkg:/rhcos:4.14_el8:skopeo:2:1.11.3-0.1.rhaos4.14.el9,,2024-05-16,2024-11-25,,2024-11-25,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:3409,high,,,skopeo,,package,rpm,pkg:/rhcos:4.14_el8:skopeo:2:1.11.3-0.1.rhaos4.14.el9,,2023-06-07,2024-11-25,,2024-11-25,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2021:2763,high,,,systemd-pam,,package,rpm,pkg:/rhcos:4.14_el8:systemd-pam:252-14.el9_2.7,,2021-07-26,2024-11-25,,2024-11-25,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,crun,,package,rpm,pkg:/rhcos:4.14_el8:crun:1.14-1.rhaos4.14.el9,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,runc,,package,rpm,pkg:/rhcos:4.14_el8:runc:4:1.1.12-1.2.rhaos4.14.el9,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,coreos-installer,,package,rpm,pkg:/rhcos:4.14_el8:coreos-installer:0.17.0-2.el9_2,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,coreos-installer-bootinfra,,package,rpm,pkg:/rhcos:4.14_el8:coreos-installer-bootinfra:0.17.0-2.el9_2,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,container-selinux,,package,rpm,pkg:/rhcos:4.14_el8:container-selinux:3:2.229.0-1.el9_2,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,cri-tools,,package,rpm,pkg:/rhcos:4.14_el8:cri-tools:1.27.0-3.2.el9,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:5009,critical,,4.14.0,conmon,,package,rpm,pkg:/rhcos:4.14_el8:conmon:3:2.1.7-3.4.rhaos4.14.el9,,2023-10-31,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:5436,critical,,4.14.35,cri-tools,,package,rpm,pkg:/rhcos:4.14_el8:cri-tools:1.27.0-3.2.el9,,2024-08-22,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:5436,critical,,4.14.35,runc,,package,rpm,pkg:/rhcos:4.14_el8:runc:4:1.1.12-1.2.rhaos4.14.el9,,2024-08-22,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:5436,critical,,4.14.35,containernetworking-plugins,,package,rpm,pkg:/rhcos:4.14_el8:containernetworking-plugins:1:1.2.0-1.el9,,2024-08-22,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:5436,critical,,4.14.35,skopeo,,package,rpm,pkg:/rhcos:4.14_el8:skopeo:2:1.11.3-0.1.rhaos4.14.el9,,2024-08-22,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:5436,critical,,4.14.35,conmon,,package,rpm,pkg:/rhcos:4.14_el8:conmon:3:2.1.7-3.4.rhaos4.14.el9,,2024-08-22,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0766,critical,,,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-28,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:7197,critical,,,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-27,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0845,critical,,,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-21,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0741,critical,,,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-14,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0740,critical,,,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-14,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0641,critical,,4.14.11,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-07,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0735,critical,,4.14.12,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-13,2024-11-25,,2024-09-04,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:7198,critical,,,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-27,2024-11-25,,2024-09-27,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2024:0642,critical,,4.14.11,rhcos-kernel,,package,rpm,pkg:/rhcos:4.14_el8:rhcos-kernel:4.13-0.el8,,2024-02-07,2024-11-25,,2024-09-27,
SCL_OCP_Prd_Aqua_Enforcer,vdpvocpwdapls01.ocp.venetian.com.mo,agent,RHSA-2023:1655,critical,,,toolbox,,package,rpm,pkg:/rhcos:4.14_el8:toolbox:0.1.2-1.rhaos4.14.el9,,2023-04-12,2024-11-25,,2024-11-25,
